BlockNumber,CallModule,CallFunction
199621,Vector,HeadUpdated
199621,Balances,Deposit
199621,Treasury,Deposit
199621,Balances,Deposit
199621,TransactionPayment,TransactionFeePaid
199622,Treasury,UpdatedInactive
199622,Balances,Withdraw
199622,Balances,Transfer
199622,Utility,ItemCompleted
199622,Utility,BatchCompleted
199622,Balances,Deposit
199622,Treasury,Deposit
199622,Balances,Deposit
199622,TransactionPayment,TransactionFeePaid
199623,Treasury,UpdatedInactive
199637,Balances,Withdraw
199637,Balances,Transfer
199637,Utility,ItemCompleted
199637,Utility,BatchCompleted
199637,Balances,Deposit
199637,Treasury,Deposit
199637,Balances,Deposit
199637,TransactionPayment,TransactionFeePaid
199638,Treasury,UpdatedInactive
199643,Balances,Withdraw
199643,Balances,Transfer
199643,Utility,ItemCompleted
199643,Utility,BatchCompleted
199643,Balances,Deposit
199643,Treasury,Deposit
199643,Balances,Deposit
199643,TransactionPayment,TransactionFeePaid
199644,Treasury,UpdatedInactive
199649,Balances,Withdraw
199649,Balances,Transfer
199649,Utility,ItemCompleted
199649,Utility,BatchCompleted
199649,Balances,Deposit
199649,Treasury,Deposit
199649,Balances,Deposit
199649,TransactionPayment,TransactionFeePaid
199649,Balances,Withdraw
199649,Vector,HeadUpdated
199649,Balances,Deposit
199649,Treasury,Deposit
199649,Balances,Deposit
199649,TransactionPayment,TransactionFeePaid
199650,Treasury,UpdatedInactive
199660,ImOnline,HeartbeatReceived
199664,Balances,Withdraw
199664,Vector,HeadUpdated
199664,Balances,Deposit
199664,Treasury,Deposit
199664,Balances,Deposit
199664,TransactionPayment,TransactionFeePaid
199665,Treasury,UpdatedInactive
199673,Balances,Withdraw
199673,Balances,Endowed
199673,Balances,Transfer
199673,Utility,ItemCompleted
199673,Utility,BatchCompleted
199673,Balances,Deposit
199673,Treasury,Deposit
199673,Balances,Deposit
199673,TransactionPayment,TransactionFeePaid
199674,Treasury,UpdatedInactive
199675,ImOnline,HeartbeatReceived
199679,Balances,Withdraw
199679,Vector,HeadUpdated
199679,Balances,Deposit
199679,Treasury,Deposit
199679,Balances,Deposit
199679,TransactionPayment,TransactionFeePaid
199680,Treasury,UpdatedInactive
199696,Balances,Withdraw
199696,Vector,HeadUpdated
199696,Balances,Deposit
199696,Treasury,Deposit
199696,Balances,Deposit
199696,TransactionPayment,TransactionFeePaid
199697,Treasury,UpdatedInactive
199724,Balances,Withdraw
199724,Vector,HeadUpdated
199724,Balances,Deposit
199724,Treasury,Deposit
199724,Balances,Deposit
199724,TransactionPayment,TransactionFeePaid
199725,Treasury,UpdatedInactive
199733,ImOnline,HeartbeatReceived
199735,Balances,Withdraw
199735,Staking,PayoutStarted
199735,Balances,Deposit
199735,Staking,Rewarded
199735,Balances,Deposit
199735,Balances,Locked
199735,Staking,Rewarded
199735,Utility,ItemCompleted
199735,Staking,PayoutStarted
199735,Balances,Deposit
199735,Staking,Rewarded
199735,Balances,Deposit
199735,Balances,Locked
199735,Staking,Rewarded
199735,Utility,ItemCompleted
199735,Utility,BatchCompleted
199735,Balances,Deposit
199735,Balances,Deposit
199735,Treasury,Deposit
199735,Balances,Deposit
199735,TransactionPayment,TransactionFeePaid
199736,Treasury,UpdatedInactive
199739,ImOnline,HeartbeatReceived
199739,Balances,Withdraw
199739,Vector,HeadUpdated
199739,Balances,Deposit
199739,Treasury,Deposit
199739,Balances,Deposit
199739,TransactionPayment,TransactionFeePaid
199740,Treasury,UpdatedInactive
199750,Balances,Withdraw
199750,DataAvailability,DataSubmitted
199750,Balances,Deposit
199750,Treasury,Deposit
199750,Balances,Deposit
199750,TransactionPayment,TransactionFeePaid
199751,Treasury,UpdatedInactive
199754,Balances,Withdraw
199754,Vector,HeadUpdated
199754,Balances,Deposit
199754,Treasury,Deposit
199754,Balances,Deposit
199754,TransactionPayment,TransactionFeePaid
199755,Treasury,UpdatedInactive
199776,ImOnline,HeartbeatReceived
199784,Balances,Withdraw
199784,Vector,HeadUpdated
199784,Balances,Deposit
199784,Treasury,Deposit
199784,Balances,Deposit
199784,TransactionPayment,TransactionFeePaid
199785,Treasury,UpdatedInactive
199799,Balances,Withdraw
199799,Vector,HeadUpdated
199799,Balances,Deposit
199799,Treasury,Deposit
199799,Balances,Deposit
199799,TransactionPayment,TransactionFeePaid
199800,Treasury,UpdatedInactive
199816,Balances,Withdraw
199816,Vector,HeadUpdated
199816,Balances,Deposit
199816,Treasury,Deposit
199816,Balances,Deposit
199816,TransactionPayment,TransactionFeePaid
199817,Treasury,UpdatedInactive
199818,ImOnline,HeartbeatReceived
199829,Balances,Withdraw
199829,Vector,HeadUpdated
199829,Balances,Deposit
199829,Treasury,Deposit
199829,Balances,Deposit
199829,TransactionPayment,TransactionFeePaid
199830,Treasury,UpdatedInactive
199860,Balances,Withdraw
199860,Vector,HeadUpdated
199860,Balances,Deposit
199860,Treasury,Deposit
199860,Balances,Deposit
199860,TransactionPayment,TransactionFeePaid
199861,Treasury,UpdatedInactive
199874,Balances,Withdraw
199874,Vector,HeadUpdated
199874,Balances,Deposit
199874,Treasury,Deposit
199874,Balances,Deposit
199874,TransactionPayment,TransactionFeePaid
199875,Treasury,UpdatedInactive
199889,Balances,Withdraw
199889,Vector,HeadUpdated
199889,Balances,Deposit
199889,Treasury,Deposit
199889,Balances,Deposit
199889,TransactionPayment,TransactionFeePaid
199890,Treasury,UpdatedInactive
199892,Balances,Withdraw
199892,Balances,Transfer
199892,Utility,ItemCompleted
199892,Utility,BatchCompleted
199892,Balances,Deposit
199892,Treasury,Deposit
199892,Balances,Deposit
199892,TransactionPayment,TransactionFeePaid
199893,Treasury,UpdatedInactive
199919,Balances,Withdraw
199919,Vector,HeadUpdated
199919,Balances,Deposit
199919,Treasury,Deposit
199919,Balances,Deposit
199919,TransactionPayment,TransactionFeePaid
199920,Treasury,UpdatedInactive
199930,Balances,Withdraw
199930,DataAvailability,DataSubmitted
199930,Balances,Deposit
199930,Treasury,Deposit
199930,Balances,Deposit
199930,TransactionPayment,TransactionFeePaid
199931,Treasury,UpdatedInactive
199934,Balances,Withdraw
199934,Vector,HeadUpdated
199934,Balances,Deposit
199934,Treasury,Deposit
199934,Balances,Deposit
199934,TransactionPayment,TransactionFeePaid
199935,Treasury,UpdatedInactive
199949,Balances,Withdraw
199949,Vector,HeadUpdated
199949,Balances,Deposit
199949,Treasury,Deposit
199949,Balances,Deposit
199949,TransactionPayment,TransactionFeePaid
199950,Treasury,UpdatedInactive
199964,Balances,Withdraw
199964,Vector,HeadUpdated
199964,Balances,Deposit
199964,Treasury,Deposit
199964,Balances,Deposit
199964,TransactionPayment,TransactionFeePaid
199965,Treasury,UpdatedInactive
199994,Balances,Withdraw
199994,Vector,HeadUpdated
199994,Balances,Deposit
199994,Treasury,Deposit
199994,Balances,Deposit
199994,TransactionPayment,TransactionFeePaid
199995,Treasury,UpdatedInactive
200009,Balances,Withdraw
200009,Vector,HeadUpdated
200009,Balances,Deposit
200009,Treasury,Deposit
200009,Balances,Deposit
200009,TransactionPayment,TransactionFeePaid
200010,Treasury,UpdatedInactive
200024,Balances,Withdraw
200024,Vector,HeadUpdated
200024,Balances,Deposit
200024,Treasury,Deposit
200024,Balances,Deposit
200024,TransactionPayment,TransactionFeePaid
200025,Treasury,UpdatedInactive
200039,Balances,Withdraw
200039,Vector,HeadUpdated
200039,Balances,Deposit
200039,Treasury,Deposit
200039,Balances,Deposit
200039,TransactionPayment,TransactionFeePaid
200040,Treasury,UpdatedInactive
200069,Balances,Withdraw
200069,Vector,HeadUpdated
200069,Balances,Deposit
200069,Treasury,Deposit
200069,Balances,Deposit
200069,TransactionPayment,TransactionFeePaid
200070,Treasury,UpdatedInactive
200078,Balances,Withdraw
200078,Balances,Locked
200078,VoterList,ScoreUpdated
200078,Staking,Bonded
200078,Balances,Deposit
200078,Treasury,Deposit
200078,Balances,Deposit
200078,TransactionPayment,TransactionFeePaid
200079,Treasury,UpdatedInactive
200084,Balances,Withdraw
200084,Vector,HeadUpdated
200084,Balances,Deposit
200084,Treasury,Deposit
200084,Balances,Deposit
200084,TransactionPayment,TransactionFeePaid
200085,Treasury,UpdatedInactive
200099,Balances,Withdraw
200099,Vector,HeadUpdated
200099,Balances,Deposit
200099,Treasury,Deposit
200099,Balances,Deposit
200099,TransactionPayment,TransactionFeePaid
200100,Treasury,UpdatedInactive
200110,Balances,Withdraw
200110,DataAvailability,DataSubmitted
200110,Balances,Deposit
200110,Treasury,Deposit
200110,Balances,Deposit
200110,TransactionPayment,TransactionFeePaid
200111,Treasury,UpdatedInactive
200115,ImOnline,AllGood
200115,Staking,EraPaid
200115,Balances,Deposit
200115,Treasury,Deposit
200115,Session,NewSession
200115,Treasury,UpdatedInactive
200115,Grandpa,NewAuthorities
